lone	secondly	False
ovulation	anovulation	True
land	figure	False
gentleman	lady	True
possible	impulsive	False
loose	tight	True
dissipation	no	False
admittedly	hardly	False
complete	empty	True
unusual	plebeian	False
set	right	False
strong	fragile	True
unwarranted	valid	True
connect	pull	True
work	relaxation	True
minimum	long	False
even	minus	False
comfortably	little	False
accusatorial	inquisitorial	True
stall	 hop on 	False
regular	till	False
grueling	tricky	False
inappropriate	plenty	False
anger	happy	True
force	weakness	True
downwind	upwind	True
partial	comprehensive	True
apart	scarce	False
pathetic	rich	False
glass	wood	True
ungainly	appropriate	False
address	uncover	False
resist	surrender	True
alone	apart	False
music	speech	True
cheap	grueling	False
music	quiet	True
tolerable	unsatisfactory	False
misguided	correct	True
nope	truly	False
die	live	True
characteristic	uncharacteristic	True
nail	unfinished	True
fever	cold	True
bate	second reading	False
expose	keep	True
gay	straightforward	False
fish	mammal	True
close	open	True
peanut	large	True
wakeless	harmful	True
loose	inconvenient	False
contain	ter	False
roughly	hard	False
river	stream	True
weird	compensate	False
narrow	undetermined	False
tawdry	hard	False
lift	down	True
expensively	cheaply	True
genuine	unacceptable	True
full	rude	False
unlikely	indisputable	False
bogus	lawful	True
simple	severe	True
all	everything	False
india	indonesia	False
earth	moon	True
bone	tissue	True
see	unclear	False
unlimited	limit	True
identify	settle	False
shapely	unshapely	True
filth	niceness	True
slow	harsh	True
unrealistic	realistic	True
rent	prevent	False
losings	winnings	True
acceptable	excessive	True
blue	green	False
evening	odd	False
sufficiency	insufficiently	True
astonishingly	evidently	False
neurotic_depression	psychotic_depression	True
man	wife	True
low	as	False
readable	unreadable	True
good	unvoiced	False
miss	have	True
break	connect	True
criminalization	decriminalization	True
innkeeper	parasite	False
nonpareil	unsatisfactory	False
tenacious	no	False
l	accept	False
so	few	False
wanted	 left out 	False
compact	spread	True
theory	fact	True
stances	 its decisions 	False
look	touch	True
moot	applicable	True
negatively	intimately	False
honest	point	False
argentina	chile	False
-no	good	False
birth	death	True
disorganize	organise	True
god	evil	True
prise	satisfy	False
stark	less	False
joy	sadness	True
sufficient	lowly	False
aggrandize	reduce	True
squirm	right	False
undesirable	unspoilt	False
qualified	permissible	False
equal	dissimilar	True
risky	badly	False
allow	lav	False
farther	wellspring	False
keister	allow	False
brave	timid	True
irrelevant	lawful	False
wait	leave	True
Rex	female_monarch	False
writhe	right	False
adsorbate	absorbable	False
easy	compressed	False
poison	food	True
international	gonna	False
stretch	stiff	True
equal	classify	False
france and	germany and	False
pretty	respectable	False
kinship	consanguinity	False
egotistic	valid	False
unclear	sure	True
increase	lower	True
story	fact	True
honorable	inappropriate	True
health	death	True
touch	hear	True
naughty	estimable	True
believable	 something special 	True
drive	sit	True
constantly	still	False
easy	arduous	True
impertinent	polite	True
sure	knowledge	False
inescapable	possible	False
going	delete	False
extraordinary	formula	False
crazy	right	False
rife	uncommon	False
leave	arrive	True
live	period	False
no	come	False
every_bit	unless	False
lucid	unclear	True
rightful	huh	False
good	advantageously	False
block	no	False
ripe	cold	False
class	teacher	True
even_out	phony	False
sure	lotion	False
new	familiar	True
tent	 its aims 	False
undershoot	overshoot	True
mineral	vegetable	True
france	germany	False
FALSE	straight	False
low	eminent	False
short	tall	True
older	anymore	False
foresighted	huh	False
evenhandedly	ill	False
obvious	hoodlum	False
abuse	compensate	False
redundant	utilitarian	False
hardly	considerably	True
moo	good	False
lone	have	False
application	bespeak	False
now	nope	False
division	whole	True
no	neutralize	False
army	navy	True
decently	upset	False
wool	fur	True
intolerable	permissible	True
coward	hero	True
valid	unsubstantiated	True
punctuality	tardiness	True
questionable	surely	True
actually	ill	False
perilous	condom	False
well	honorable	False
juice	milk	True
score	unmake	False
copy	unique	True
indefensible	rightfield	False
FALSE	castigate	False
sufficient	suddenly	False
extraneous	conquer	False
rough	soft	True
here	taboo	False
badly	defective	False
adventure	boredom	True
flop	now	False
pat	eventide	False
receivable	disable	False
insight	unperceptiveness	True
problem	solve	True
prejudicial	condom	False
near	cheesy	False
quietly	considerably	False
coordination	incoordination	True
ripe	only	False
still	merely	False
occlusion	start	False
dismay	much	False
appropriate	moot	True
cruddy	good	False
terrible	expert	False
unremarkably	remarkably	True
dull	intelligent	True
counterfeit	correctly	False
surprising	disjointed	False
badly	okay	False
profitably	unprofitably	True
even	likewise	False
flux	 an input 	True
folds	 has taken place 	False
foresighted	moderately	False
misguided	reliable	True
fall	get_up	True
more	consider	False
properly	handsome	False
practicable	executable	False
nonpartisanship	partiality	True
rich	plain	True
long	infirm	False
ripe	alright	False
want	denied	True
fact	lie	True
hurtful	goodness	False
conservative	liberal	True
cement	mortar	True
begin	middle	True
unclear	fuck	False
due	pay	True
young	aged	True
surprise	plan	True
field	bat	True
